,Ether_dst,Ether_src,IP_id,IP_len,IP_ttl,TCP_dataofs,TCP_dport,TCP_seq,TCP_sport,TCP_window,load_len,IP_proto_icmp,IP_proto_igmp,IP_proto_tcp,IP_proto_udp,TCP_flags_A,TCP_flags_FA,TCP_flags_PA,TCP_flags_R,TCP_flags_RA,TCP_flags_S,TCP_flags_SA,label_src
329,e0:55:3d:02:41:21,84:38:35:5a:70:40,50990.0,553.0,64.0,8.0,334.0,664428983.0,59641.0,65535.0,1437.0,0,0,1,0,0,0,1,0,0,0,0,1
330,e0:55:3d:02:41:21,84:38:35:5a:70:40,8068.0,52.0,64.0,8.0,334.0,4169707343.0,59559.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
332,e0:55:3d:02:41:21,84:38:35:5a:70:40,64638.0,52.0,64.0,8.0,334.0,2777468156.0,59577.0,4083.0,,0,0,1,0,1,0,0,0,0,0,0,1
341,e0:55:3d:02:41:21,84:38:35:5a:70:40,27989.0,434.0,64.0,8.0,334.0,3463313731.0,59554.0,9675.0,1118.0,0,0,1,0,0,0,1,0,0,0,0,1
343,e0:55:3d:02:41:21,84:38:35:5a:70:40,5378.0,1436.0,64.0,8.0,334.0,3463314113.0,59554.0,9675.0,3925.0,0,0,1,0,1,0,0,0,0,0,0,1
345,e0:55:3d:02:41:21,84:38:35:5a:70:40,17077.0,850.0,64.0,8.0,334.0,3463315497.0,59554.0,9675.0,2357.0,0,0,1,0,0,0,1,0,0,0,0,1
347,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,29844.0,40.0,64.0,5.0,80.0,213233301.0,38122.0,1386.0,,0,0,1,0,1,0,0,0,0,0,0,3
348,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,29845.0,40.0,64.0,5.0,80.0,213233301.0,38122.0,1403.0,,0,0,1,0,1,0,0,0,0,0,0,3
349,e0:55:3d:02:41:21,84:38:35:5a:70:40,55613.0,52.0,64.0,8.0,334.0,4169707343.0,59559.0,4071.0,,0,0,1,0,1,0,0,0,0,0,0,1
350,e0:55:3d:02:41:21,84:38:35:5a:70:40,54058.0,52.0,64.0,8.0,334.0,664429484.0,59641.0,65535.0,,0,0,1,0,1,0,0,0,0,0,0,1
351,e0:55:3d:02:41:21,84:38:35:5a:70:40,11331.0,98.0,64.0,8.0,334.0,4169707343.0,59559.0,4096.0,155.0,0,0,1,0,0,0,1,0,0,0,0,1
352,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16348.0,360.0,64.0,8.0,80.0,1492502349.0,57006.0,1673.0,330.0,0,0,1,0,0,0,1,0,0,0,0,4
353,e0:55:3d:02:41:21,84:38:35:5a:70:40,38176.0,769.0,64.0,8.0,334.0,4169707389.0,59559.0,4096.0,2035.0,0,0,1,0,0,0,1,0,0,0,0,1
356,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,10709.0,76.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
357,e0:55:3d:02:41:21,84:38:35:5a:70:40,40966.0,166.0,64.0,8.0,334.0,3463316295.0,59554.0,9675.0,329.0,0,0,1,0,0,0,1,0,0,0,0,1
358,e0:55:3d:02:41:21,84:38:35:5a:70:40,41968.0,166.0,64.0,8.0,334.0,3463316409.0,59554.0,9675.0,319.0,0,0,1,0,0,0,1,0,0,0,0,1
359,e0:55:3d:02:41:21,84:38:35:5a:70:40,44585.0,1436.0,64.0,8.0,334.0,3463316523.0,59554.0,9675.0,3936.0,0,0,1,0,1,0,0,0,0,0,0,1
360,e0:55:3d:02:41:21,84:38:35:5a:70:40,7345.0,661.0,64.0,8.0,334.0,3463317907.0,59554.0,9675.0,1723.0,0,0,1,0,0,0,1,0,0,0,0,1
361,e0:55:3d:02:41:21,84:38:35:5a:70:40,57601.0,1436.0,64.0,8.0,334.0,3463318516.0,59554.0,9675.0,4039.0,0,0,1,0,1,0,0,0,0,0,0,1
362,e0:55:3d:02:41:21,84:38:35:5a:70:40,27096.0,650.0,64.0,8.0,334.0,3463319900.0,59554.0,9675.0,1718.0,0,0,1,0,0,0,1,0,0,0,0,1
363,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,10710.0,76.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
364,e0:55:3d:02:41:21,84:38:35:5a:70:40,2950.0,52.0,64.0,8.0,334.0,4169708106.0,59559.0,4072.0,,0,0,1,0,1,0,0,0,0,0,0,1
366,e0:55:3d:02:41:21,84:38:35:5a:70:40,38930.0,166.0,64.0,8.0,334.0,3463320498.0,59554.0,9675.0,339.0,0,0,1,0,0,0,1,0,0,0,0,1
367,e0:55:3d:02:41:21,84:38:35:5a:70:40,37333.0,1436.0,64.0,8.0,334.0,3463320612.0,59554.0,9675.0,4005.0,0,0,1,0,1,0,0,0,0,0,0,1
368,e0:55:3d:02:41:21,84:38:35:5a:70:40,46504.0,209.0,64.0,8.0,334.0,3463321996.0,59554.0,9675.0,449.0,0,0,1,0,0,0,1,0,0,0,0,1
378,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16349.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
379,e0:55:3d:02:41:21,84:38:35:5a:70:40,60692.0,765.0,64.0,8.0,334.0,4169708106.0,59559.0,4096.0,2058.0,0,0,1,0,0,0,1,0,0,0,0,1
380,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,57297.0,40.0,64.0,5.0,80.0,2398468892.0,36313.0,1403.0,,0,0,1,0,0,1,0,0,0,0,0,3
385,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16350.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
387,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16351.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
389,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16352.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
390,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16353.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
396,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16354.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
397,e0:55:3d:02:41:21,84:38:35:5a:70:40,40227.0,52.0,64.0,8.0,334.0,4169708819.0,59559.0,4074.0,,0,0,1,0,1,0,0,0,0,0,0,1
398,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16355.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
399,e0:55:3d:02:41:21,84:38:35:5a:70:40,23092.0,52.0,64.0,8.0,334.0,4169708819.0,59559.0,4073.0,,0,0,1,0,1,0,0,0,0,0,0,1
400,e0:55:3d:02:41:21,84:38:35:5a:70:40,18599.0,52.0,64.0,8.0,334.0,4169708819.0,59559.0,4072.0,,0,0,1,0,1,0,0,0,0,0,0,1
401,e0:55:3d:02:41:21,84:38:35:5a:70:40,5044.0,98.0,64.0,8.0,334.0,4169708819.0,59559.0,4096.0,147.0,0,0,1,0,0,0,1,0,0,0,0,1
402,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16356.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
407,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16357.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
408,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16358.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
411,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16359.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
412,e0:55:3d:02:41:21,84:38:35:5a:70:40,53848.0,52.0,64.0,8.0,334.0,3463322153.0,59554.0,9673.0,,0,0,1,0,1,0,0,0,0,0,0,1
413,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16360.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1657.0,,0,0,1,0,1,0,0,0,0,0,0,4
417,e0:55:3d:02:41:21,84:38:35:5a:70:40,20302.0,675.0,64.0,8.0,334.0,4169708865.0,59559.0,4096.0,1794.0,0,0,1,0,0,0,1,0,0,0,0,1
420,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16361.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1647.0,,0,0,1,0,1,0,0,0,0,0,0,4
421,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16362.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1637.0,,0,0,1,0,1,0,0,0,0,0,0,4
424,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16363.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1634.0,,0,0,1,0,1,0,0,0,0,0,0,4
425,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16364.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1634.0,,0,0,1,0,1,0,0,0,0,0,0,4
432,e0:55:3d:02:41:21,84:38:35:5a:70:40,30792.0,1201.0,64.0,8.0,334.0,572860940.0,59561.0,4096.0,3287.0,0,0,1,0,0,0,1,0,0,0,0,1
433,e0:55:3d:02:41:21,84:38:35:5a:70:40,46917.0,98.0,64.0,8.0,334.0,572862089.0,59561.0,4096.0,152.0,0,0,1,0,0,0,1,0,0,0,0,1
434,e0:55:3d:02:41:21,84:38:35:5a:70:40,8343.0,1071.0,64.0,8.0,334.0,572862135.0,59561.0,4096.0,2887.0,0,0,1,0,0,0,1,0,0,0,0,1
435,e0:55:3d:02:41:21,84:38:35:5a:70:40,38271.0,66.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1
436,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16365.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1601.0,,0,0,1,0,1,0,0,0,0,0,0,4
441,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16366.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
442,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16367.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
446,e0:55:3d:02:41:21,84:38:35:5a:70:40,3412.0,230.0,64.0,8.0,334.0,2212874778.0,59565.0,4096.0,523.0,0,0,1,0,0,0,1,0,0,0,0,1
447,e0:55:3d:02:41:21,84:38:35:5a:70:40,54500.0,98.0,64.0,8.0,334.0,2212874956.0,59565.0,4096.0,158.0,0,0,1,0,0,0,1,0,0,0,0,1
448,e0:55:3d:02:41:21,84:38:35:5a:70:40,60007.0,943.0,64.0,8.0,334.0,572863154.0,59561.0,4096.0,2572.0,0,0,1,0,0,0,1,0,0,0,0,1
449,e0:55:3d:02:41:21,84:38:35:5a:70:40,38177.0,870.0,64.0,8.0,334.0,572864045.0,59561.0,4096.0,2344.0,0,0,1,0,0,0,1,0,0,0,0,1
459,e0:55:3d:02:41:21,84:38:35:5a:70:40,22722.0,52.0,64.0,8.0,334.0,4169709488.0,59559.0,4092.0,,0,0,1,0,1,0,0,0,0,0,0,1
460,e0:55:3d:02:41:21,84:38:35:5a:70:40,56678.0,52.0,64.0,8.0,334.0,4169709488.0,59559.0,4067.0,,0,0,1,0,1,0,0,0,0,0,0,1
461,e0:55:3d:02:41:21,84:38:35:5a:70:40,21562.0,52.0,64.0,8.0,334.0,4169709488.0,59559.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
464,e0:55:3d:02:41:21,84:38:35:5a:70:40,33706.0,98.0,64.0,8.0,334.0,4169709488.0,59559.0,4096.0,145.0,0,0,1,0,0,0,1,0,0,0,0,1
474,e0:55:3d:02:41:21,84:38:35:5a:70:40,7427.0,154.0,64.0,8.0,334.0,3463322153.0,59554.0,9675.0,299.0,0,0,1,0,0,0,1,0,0,0,0,1
475,e0:55:3d:02:41:21,84:38:35:5a:70:40,63010.0,1219.0,64.0,8.0,334.0,3463322255.0,59554.0,9675.0,3325.0,0,0,1,0,0,0,1,0,0,0,0,1
481,e0:55:3d:02:41:21,84:38:35:5a:70:40,12469.0,52.0,64.0,8.0,334.0,572864863.0,59561.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
495,e0:55:3d:02:41:21,84:38:35:5a:70:40,44714.0,52.0,64.0,8.0,334.0,4169709534.0,59559.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
496,e0:55:3d:02:41:21,84:38:35:5a:70:40,55354.0,52.0,64.0,8.0,334.0,4169709534.0,59559.0,4071.0,,0,0,1,0,1,0,0,0,0,0,0,1
500,e0:55:3d:02:41:21,84:38:35:5a:70:40,60430.0,52.0,64.0,8.0,334.0,4169709534.0,59559.0,4069.0,,0,0,1,0,1,0,0,0,0,0,0,1
501,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16368.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1536.0,,0,0,1,0,1,0,0,0,0,0,0,4
502,e0:55:3d:02:41:21,84:38:35:5a:70:40,46248.0,98.0,64.0,8.0,334.0,4169709534.0,59559.0,4096.0,140.0,0,0,1,0,0,0,1,0,0,0,0,1
503,e0:55:3d:02:41:21,84:38:35:5a:70:40,56775.0,52.0,64.0,8.0,334.0,3463323422.0,59554.0,9670.0,,0,0,1,0,1,0,0,0,0,0,0,1
507,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16369.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1472.0,,0,0,1,0,1,0,0,0,0,0,0,4
511,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16370.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
512,e0:55:3d:02:41:21,84:38:35:5a:70:40,32772.0,52.0,64.0,8.0,334.0,2212875002.0,59565.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
513,e0:55:3d:02:41:21,84:38:35:5a:70:40,4272.0,942.0,64.0,8.0,334.0,572864863.0,59561.0,4096.0,2506.0,0,0,1,0,0,0,1,0,0,0,0,1
514,e0:55:3d:02:41:21,84:38:35:5a:70:40,46536.0,869.0,64.0,8.0,334.0,572865753.0,59561.0,4096.0,2279.0,0,0,1,0,0,0,1,0,0,0,0,1
515,e0:55:3d:02:41:21,84:38:35:5a:70:40,27285.0,869.0,64.0,8.0,334.0,572866570.0,59561.0,4096.0,2340.0,0,0,1,0,0,0,1,0,0,0,0,1
516,e0:55:3d:02:41:21,84:38:35:5a:70:40,8928.0,942.0,64.0,8.0,334.0,572867387.0,59561.0,4096.0,2517.0,0,0,1,0,0,0,1,0,0,0,0,1
517,e0:55:3d:02:41:21,84:38:35:5a:70:40,43021.0,870.0,64.0,8.0,334.0,572868277.0,59561.0,4096.0,2359.0,0,0,1,0,0,0,1,0,0,0,0,1
518,e0:55:3d:02:41:21,84:38:35:5a:70:40,3141.0,52.0,64.0,8.0,334.0,2212875002.0,59565.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
519,e0:55:3d:02:41:21,84:38:35:5a:70:40,31324.0,52.0,64.0,8.0,334.0,2212875002.0,59565.0,4092.0,,0,0,1,0,1,0,0,0,0,0,0,1
520,e0:55:3d:02:41:21,84:38:35:5a:70:40,40145.0,52.0,64.0,8.0,334.0,2212875002.0,59565.0,4091.0,,0,0,1,0,1,0,0,0,0,0,0,1
521,e0:55:3d:02:41:21,84:38:35:5a:70:40,8587.0,98.0,64.0,8.0,334.0,2212875002.0,59565.0,4096.0,147.0,0,0,1,0,0,0,1,0,0,0,0,1
522,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16371.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
535,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16372.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
536,e0:55:3d:02:41:21,84:38:35:5a:70:40,37094.0,52.0,64.0,8.0,334.0,4169709580.0,59559.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
537,e0:55:3d:02:41:21,84:38:35:5a:70:40,21242.0,52.0,64.0,8.0,334.0,4169709580.0,59559.0,4070.0,,0,0,1,0,1,0,0,0,0,0,0,1
538,e0:55:3d:02:41:21,84:38:35:5a:70:40,58145.0,52.0,64.0,8.0,334.0,4169709580.0,59559.0,4069.0,,0,0,1,0,1,0,0,0,0,0,0,1
539,e0:55:3d:02:41:21,84:38:35:5a:70:40,25846.0,52.0,64.0,8.0,334.0,3463323422.0,59554.0,9670.0,,0,0,1,0,1,0,0,0,0,0,0,1
544,e0:55:3d:02:41:21,84:38:35:5a:70:40,47809.0,98.0,64.0,8.0,334.0,4169709580.0,59559.0,4096.0,152.0,0,0,1,0,0,0,1,0,0,0,0,1
545,e0:55:3d:02:41:21,84:38:35:5a:70:40,42188.0,52.0,64.0,8.0,334.0,3463323422.0,59554.0,9671.0,,0,0,1,0,1,0,0,0,0,0,0,1
548,e0:55:3d:02:41:21,84:38:35:5a:70:40,40905.0,52.0,64.0,8.0,334.0,3463323422.0,59554.0,9671.0,,0,0,1,0,1,0,0,0,0,0,0,1
568,e0:55:3d:02:41:21,84:38:35:5a:70:40,31028.0,52.0,64.0,8.0,334.0,572869095.0,59561.0,4091.0,,0,0,1,0,1,0,0,0,0,0,0,1
569,e0:55:3d:02:41:21,84:38:35:5a:70:40,33063.0,52.0,64.0,8.0,334.0,572869095.0,59561.0,4047.0,,0,0,1,0,1,0,0,0,0,0,0,1
570,e0:55:3d:02:41:21,84:38:35:5a:70:40,64411.0,52.0,64.0,8.0,334.0,572869095.0,59561.0,4036.0,,0,0,1,0,1,0,0,0,0,0,0,1
571,e0:55:3d:02:41:21,84:38:35:5a:70:40,12733.0,52.0,64.0,8.0,334.0,572869095.0,59561.0,4061.0,,0,0,1,0,1,0,0,0,0,0,0,1
572,e0:55:3d:02:41:21,84:38:35:5a:70:40,19652.0,52.0,64.0,8.0,334.0,572869095.0,59561.0,4058.0,,0,0,1,0,1,0,0,0,0,0,0,1
573,e0:55:3d:02:41:21,84:38:35:5a:70:40,40430.0,52.0,64.0,8.0,334.0,572869095.0,59561.0,4055.0,,0,0,1,0,1,0,0,0,0,0,0,1
574,e0:55:3d:02:41:21,84:38:35:5a:70:40,6249.0,98.0,64.0,8.0,334.0,572869095.0,59561.0,4096.0,137.0,0,0,1,0,0,0,1,0,0,0,0,1
575,e0:55:3d:02:41:21,84:38:35:5a:70:40,32100.0,166.0,64.0,8.0,334.0,3463323422.0,59554.0,9675.0,348.0,0,0,1,0,0,0,1,0,0,0,0,1
576,e0:55:3d:02:41:21,84:38:35:5a:70:40,30830.0,1436.0,64.0,8.0,334.0,3463323536.0,59554.0,9675.0,3964.0,0,0,1,0,1,0,0,0,0,0,0,1
577,e0:55:3d:02:41:21,84:38:35:5a:70:40,14510.0,1436.0,64.0,8.0,334.0,3463324920.0,59554.0,9675.0,3968.0,0,0,1,0,1,0,0,0,0,0,0,1
578,e0:55:3d:02:41:21,84:38:35:5a:70:40,54912.0,174.0,64.0,8.0,334.0,3463326304.0,59554.0,9675.0,358.0,0,0,1,0,0,0,1,0,0,0,0,1
579,e0:55:3d:02:41:21,84:38:35:5a:70:40,63636.0,287.0,64.0,8.0,334.0,3463326426.0,59554.0,9675.0,683.0,0,0,1,0,0,0,1,0,0,0,0,1
580,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16373.0,52.0,64.0,8.0,80.0,1492502657.0,57006.0,1569.0,,0,0,1,0,1,0,0,0,0,0,0,4
582,e0:55:3d:02:41:21,84:38:35:5a:70:40,30948.0,52.0,64.0,8.0,334.0,3463326661.0,59554.0,9671.0,,0,0,1,0,1,0,0,0,0,0,0,1
583,e0:55:3d:02:41:21,84:38:35:5a:70:40,4497.0,52.0,64.0,8.0,334.0,572869141.0,59561.0,4051.0,,0,0,1,0,1,0,0,0,0,0,0,1
584,e0:55:3d:02:41:21,84:38:35:5a:70:40,62528.0,52.0,64.0,8.0,334.0,572869141.0,59561.0,4045.0,,0,0,1,0,1,0,0,0,0,0,0,1
585,e0:55:3d:02:41:21,84:38:35:5a:70:40,57849.0,52.0,64.0,8.0,334.0,572869141.0,59561.0,4038.0,,0,0,1,0,1,0,0,0,0,0,0,1
586,e0:55:3d:02:41:21,84:38:35:5a:70:40,16099.0,52.0,64.0,8.0,334.0,572869141.0,59561.0,4008.0,,0,0,1,0,1,0,0,0,0,0,0,1
587,e0:55:3d:02:41:21,84:38:35:5a:70:40,32832.0,52.0,64.0,8.0,334.0,572869141.0,59561.0,4004.0,,0,0,1,0,1,0,0,0,0,0,0,1
589,e0:55:3d:02:41:21,84:38:35:5a:70:40,20695.0,52.0,64.0,8.0,334.0,572869141.0,59561.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
598,e0:55:3d:02:41:21,84:38:35:5a:70:40,36238.0,166.0,64.0,8.0,334.0,3463326661.0,59554.0,9675.0,331.0,0,0,1,0,0,0,1,0,0,0,0,1
599,e0:55:3d:02:41:21,84:38:35:5a:70:40,63370.0,1436.0,64.0,8.0,334.0,3463326775.0,59554.0,9675.0,3990.0,0,0,1,0,1,0,0,0,0,0,0,1
600,e0:55:3d:02:41:21,84:38:35:5a:70:40,58694.0,326.0,64.0,8.0,334.0,3463328159.0,59554.0,9675.0,784.0,0,0,1,0,0,0,1,0,0,0,0,1
603,e0:55:3d:02:41:21,84:38:35:5a:70:40,7880.0,52.0,64.0,8.0,334.0,572869141.0,59561.0,4063.0,,0,0,1,0,1,0,0,0,0,0,0,1
604,e0:55:3d:02:41:21,84:38:35:5a:70:40,61531.0,52.0,64.0,8.0,334.0,572869141.0,59561.0,4059.0,,0,0,1,0,1,0,0,0,0,0,0,1
605,e0:55:3d:02:41:21,84:38:35:5a:70:40,45771.0,52.0,64.0,8.0,334.0,572869141.0,59561.0,4027.0,,0,0,1,0,1,0,0,0,0,0,0,1
606,e0:55:3d:02:41:21,84:38:35:5a:70:40,62830.0,98.0,64.0,8.0,334.0,572869141.0,59561.0,4096.0,142.0,0,0,1,0,0,0,1,0,0,0,0,1
607,e0:55:3d:02:41:21,84:38:35:5a:70:40,8133.0,52.0,64.0,8.0,334.0,572869187.0,59561.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
608,e0:55:3d:02:41:21,84:38:35:5a:70:40,42488.0,52.0,64.0,8.0,334.0,572869187.0,59561.0,4092.0,,0,0,1,0,1,0,0,0,0,0,0,1
609,e0:55:3d:02:41:21,84:38:35:5a:70:40,16577.0,52.0,64.0,8.0,334.0,572869187.0,59561.0,4048.0,,0,0,1,0,1,0,0,0,0,0,0,1
610,e0:55:3d:02:41:21,84:38:35:5a:70:40,58157.0,52.0,64.0,8.0,334.0,572869187.0,59561.0,4005.0,,0,0,1,0,1,0,0,0,0,0,0,1
611,e0:55:3d:02:41:21,84:38:35:5a:70:40,25058.0,52.0,64.0,8.0,334.0,572869187.0,59561.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
614,e0:55:3d:02:41:21,84:38:35:5a:70:40,33132.0,1114.0,64.0,8.0,334.0,3947979835.0,59562.0,4096.0,3047.0,0,0,1,0,0,0,1,0,0,0,0,1
615,e0:55:3d:02:41:21,84:38:35:5a:70:40,25855.0,98.0,64.0,8.0,334.0,3947980897.0,59562.0,4096.0,143.0,0,0,1,0,0,0,1,0,0,0,0,1
616,e0:55:3d:02:41:21,84:38:35:5a:70:40,19075.0,992.0,64.0,8.0,334.0,3947980943.0,59562.0,4096.0,2695.0,0,0,1,0,0,0,1,0,0,0,0,1
622,e0:55:3d:02:41:21,84:38:35:5a:70:40,38979.0,52.0,64.0,8.0,334.0,572869187.0,59561.0,4065.0,,0,0,1,0,1,0,0,0,0,0,0,1
624,e0:55:3d:02:41:21,84:38:35:5a:70:40,157.0,52.0,64.0,8.0,334.0,572869187.0,59561.0,4092.0,,0,0,1,0,1,0,0,0,0,0,0,1
625,e0:55:3d:02:41:21,84:38:35:5a:70:40,36359.0,52.0,64.0,8.0,334.0,572869187.0,59561.0,4090.0,,0,0,1,0,1,0,0,0,0,0,0,1
626,e0:55:3d:02:41:21,84:38:35:5a:70:40,51967.0,98.0,64.0,8.0,334.0,572869187.0,59561.0,4096.0,148.0,0,0,1,0,0,0,1,0,0,0,0,1
627,e0:55:3d:02:41:21,84:38:35:5a:70:40,41973.0,1124.0,64.0,8.0,334.0,3947981883.0,59562.0,4096.0,3130.0,0,0,1,0,0,0,1,0,0,0,0,1
628,e0:55:3d:02:41:21,84:38:35:5a:70:40,41424.0,1100.0,64.0,8.0,334.0,3947982955.0,59562.0,4096.0,3032.0,0,0,1,0,0,0,1,0,0,0,0,1
629,e0:55:3d:02:41:21,84:38:35:5a:70:40,11736.0,1065.0,64.0,8.0,334.0,3947984003.0,59562.0,4096.0,2949.0,0,0,1,0,0,0,1,0,0,0,0,1
630,e0:55:3d:02:41:21,84:38:35:5a:70:40,61097.0,52.0,64.0,8.0,334.0,3947985016.0,59562.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
631,e0:55:3d:02:41:21,84:38:35:5a:70:40,18941.0,993.0,64.0,8.0,334.0,3947985016.0,59562.0,4094.0,2666.0,0,0,1,0,0,0,1,0,0,0,0,1
632,e0:55:3d:02:41:21,84:38:35:5a:70:40,31918.0,1065.0,64.0,8.0,334.0,3947985957.0,59562.0,4094.0,2902.0,0,0,1,0,0,0,1,0,0,0,0,1
633,e0:55:3d:02:41:21,84:38:35:5a:70:40,36068.0,993.0,64.0,8.0,334.0,3947986970.0,59562.0,4096.0,2713.0,0,0,1,0,0,0,1,0,0,0,0,1
638,e0:55:3d:02:41:21,84:38:35:5a:70:40,59815.0,52.0,64.0,8.0,334.0,3947987911.0,59562.0,4088.0,,0,0,1,0,1,0,0,0,0,0,0,1
639,e0:55:3d:02:41:21,84:38:35:5a:70:40,24667.0,52.0,64.0,8.0,334.0,3947987911.0,59562.0,4084.0,,0,0,1,0,1,0,0,0,0,0,0,1
640,e0:55:3d:02:41:21,84:38:35:5a:70:40,28720.0,52.0,64.0,8.0,334.0,3947987911.0,59562.0,4083.0,,0,0,1,0,1,0,0,0,0,0,0,1
641,e0:55:3d:02:41:21,84:38:35:5a:70:40,4827.0,52.0,64.0,8.0,334.0,3463328433.0,59554.0,9671.0,,0,0,1,0,1,0,0,0,0,0,0,1
644,e0:55:3d:02:41:21,84:38:35:5a:70:40,4824.0,98.0,64.0,8.0,334.0,3947987911.0,59562.0,4096.0,150.0,0,0,1,0,0,0,1,0,0,0,0,1
645,e0:55:3d:02:41:21,84:38:35:5a:70:40,40407.0,52.0,64.0,8.0,334.0,3947987957.0,59562.0,4089.0,,0,0,1,0,1,0,0,0,0,0,0,1
646,e0:55:3d:02:41:21,84:38:35:5a:70:40,64778.0,52.0,64.0,8.0,334.0,3947987957.0,59562.0,4085.0,,0,0,1,0,1,0,0,0,0,0,0,1
650,e0:55:3d:02:41:21,84:38:35:5a:70:40,35910.0,1420.0,64.0,8.0,334.0,2980376605.0,59560.0,4096.0,3865.0,0,0,1,0,1,0,0,0,0,0,0,1
